"","Code","Texte","Regroupement"
"260","AEJA005","Parage et fermeture de plaie pénétrante vertébrospinale avec ostéosynthèse vertébrale, par abord postérieur","ADC"
"261","AEJA002","Parage et fermeture de plaie pénétrante vertébrospinale avec ostéosynthèse vertébrale, par abord antérieur ou antérolatéral","ADC"
"262","AFSA002","Fermeture d'un spina bifida avec méningocèle, par abord postérieur","ADC"
"263","AFSA001","Fermeture d'un spina bifida avec myéloméningocèle, par abord postérieur","ADC"
"264","AEPA004","Libération d'une diastématomyélie, par abord postérieur","ADC"
"265","AFFA006","Exérèse d'une fistule dermique avec prolongement intradural rachidien","ADC"
"266","AEJA003","Évacuation d'hématome intraspinal [hématomyélie]","ADC"
"267","AFLB008","Pose d'un cathéter péridural [épidural], avec pose d'un système diffuseur ou d'une pompe implantable souscutané","ADC"
"268","AFLA003","Pose d'un cathéter intrathécal ou intrakystique spinal, avec pose d'un système diffuseur ou d'une pompe implantable souscutané","ADC"
"269","AFGA001","Ablation d'un système diffuseur ou d'une pompe implanté souscutané et du cathéter péridural [épidural] ou intrathécal spinal","ADC"
"270","AFKB002","Changement d'un cathéter péridural [épidural] relié à un système diffuseur ou à une pompe implanté souscutané","ADC"
"271","AFKB001","Changement d'un cathéter intrathécal spinal relié à un système diffuseur ou une pompe implanté souscutané","ATM"
"272","QZKA001","Changement d'un système diffuseur ou d'une pompe implanté souscutané sans changement du cathéter péridural [épidural] ou intrathécal spinal","ADC"
"273","AFLB007","Injection thérapeutique péridurale [épidurale] d'agent pharmacologique, sans guidage","ATM"
"274","AFLB001","Injection péridurale [épidurale] de sang autologue [Blood patch]","ATM"
"275","AFLH001","Injection thérapeutique péridurale [épidurale] d'agent pharmacologique, par voie transcutanée avec guidage radiologique","ATM"
"276","AFLB006","Injection thérapeutique intrathécale d'agent pharmacologique, par voie transcutanée sans guidage","ATM"
"277","AFLH002","Injection thérapeutique intrathécale d'agent pharmacologique, par voie transcutanée avec guidage radiologique","ATM"
"278","AFLB003","Séance d'injection intrathécale d'agent pharmacologique anticancéreux, par voie transcutanée","ATM"
"279","AFLB013","Séance d'administration intrathécale d'agent pharmacologique anticancéreux, par un dispositif implanté","ATM"
"280","AFLB017","Administration péridurale [épidurale] d'agent pharmacologique au long cours","ATM"
"281","AFLB016","Administration intrathécale ou intrakystique spinale d'agent pharmacologique au long cours","ATM"
"282","QZMP004","Remplissage secondaire ou reprogrammation d'une pompe souscutanée à infusion continue du système nerveux central","ATM"
"283","AFJB002","Évacuation de liquide cérébrospinal, par voie transcutanée lombale","ATM"
"284","AFJA001","Évacuation d'hématome péridural [épidural] rachidien, par abord direct","ADC"
"285","AFJA004","Évacuation d'hématome péridural [épidural] rachidien postopératoire, par abord direct","ADC"
"286","AFJA003","Évacuation d'hématome intradural rachidien, par abord direct","ADC"
"287","AFPA001","Mise à plat de lésion infectieuse péridurale rachidienne et/ou paravertébrale postopératoire [sepsis], par abord direct","ADC"
"288","AFCA004","Dérivation externe du liquide cérébrospinal subarachnoïdien rachidien","ATM"
"289","AFCA002","Dérivation lombopéritonéale du liquide cérébrospinal subarachnoïdien rachidien, par abord direct","ADC"
"290","AFCA001","Dérivation d'une cavité liquidienne intraspinale [syringomyélique] ou périspinale dans l'espace subarachnoïdien rachidien, par abord direct","ADC"
"291","AFCA003","Dérivation d'une cavité liquidienne intraspinale [syringomyélique] ou périspinale en dehors de l'espace subarachnoïdien rachidien, par abord direct","ADC"
"292","AFGA002","Ablation d'une dérivation interne intraspinale du liquide cérébrospinal rachidien, par abord direct","ADC"
"293","AFJA002","Parage d'une épidurite et/ou d'une spondylodiscite sans reconstruction vertébrale, par abord direct","ADC"
"294","AFJA005","Parage d'une épidurite et/ou d'une spondylodiscite avec reconstruction vertébrale par greffe et/ou ostéosynthèse, par abord direct","ADC"
"295","AFFA004","Exérèse de kyste méningé intracanalaire vertébral, par abord postérieur","ADC"
"296","AFSA003","Fermeture d'une fistule de liquide cérébrospinal ou d'une méningocèle postopératoire spinale","ADC"
"297","AFFA007","Exérèse de tumeur intradurale extraspinale, par abord postérieur ou postérolatéral","ADC"
"298","AFFA001","Exérèse de tumeur intradurale extraspinale sans reconstruction vertébrale, par abord antérieur ou antérolatéral","ADC"
"299","AFFA009","Exérèse de tumeur intradurale extraspinale avec reconstruction vertébrale, par abord antérieur ou antérolatéral","ADC"
"300","AFFA010","Exérèse de tumeur épidurale rachidienne, par abord postérieur","ADC"
"301","AFFA005","Exérèse de tumeur épidurale rachidienne avec ostéosynthèse vertébrale, par abord postérieur","ADC"
"302","AFFA003","Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale sans reconstruction vertébrale, par abord postérieur ou postérolatéral","ADC"
"303","AFFA008","Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale sans reconstruction vertébrale, par abord antérieur ou antérolatéral","ADC"
"304","AFFA002","Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord postérieur ou postérolatéral","ADC"
"305","AFFA011","Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord antérieur ou antérolatéral","ADC"
"306","ABMP001","Contrôle et/ou réglage secondaire transcutané d'une valve de dérivation de liquide cérébrospinal à pression d'ouverture réglable","ATM"
"307","ABMA002","Révision ou changement d'élément d'une dérivation interne du liquide cérébrospinal, par abord direct","ADC"
"308","ABGA002","Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct","ADC"
"309","AALB001","Implantation d’électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique","ADC"
"310","AALA900","Implantation d’électrode de stimulation corticale cérébrale à visée thérapeutique, par craniotomie","ADC"
"311","AELB002","Implantation d’électrode de stimulation de la moelle épinière à visée thérapeutique, par voie transcutanée","ATM"
"312","AELB001","Implantation d’électrode de stimulation de la moelle épinière à visée thérapeutique par voie transcutanée, avec implantation souscutanée d'un générateur de stimulation neurologique","ATM"
"313","AELA001","Implantation d’électrode de stimulation de la moelle épinière à visée thérapeutique, par abord direct","ADC"
"314","AALA004","Implantation souscutanée d'un générateur de stimulation cérébrale","ADC"
"315","AELA002","Implantation souscutanée d'un générateur de stimulation de la moelle épinière","ADC"
"316","AAMP387","Réglage secondaire d’un paramètre de système de stimulation cérébrale profonde","ATM"
"317","AAMP173","Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde","ATM"
"318","AAMP003","Réglage secondaire des paramètres de chaque plot de système de stimulation cérébrale profonde [cartographie]","ATM"
"319","AEMP491","Réglage secondaire ou reprogrammation d'un générateur souscutané de stimulation de la moelle épinière","ATM"
"320","AAGB001","Ablation d’électrode intracérébrale","ATM"
"321","AAGA900","Ablation d’électrode corticale cérébrale, par craniotomie","ADC"
"322","AEGB001","Ablation d’électrode de stimulation de la moelle épinière, par voie transcutanée","ATM"
"323","AEGA001","Ablation d’électrode de stimulation de la moelle épinière, par abord direct","ADC"
"324","AZGA001","Ablation d'un générateur souscutané de stimulation du système nerveux central","ADC"
"325","AAKA001","Changement d'un générateur souscutané de stimulation cérébrale","ADC"
"326","AEKA001","Changement d'un générateur souscutané de stimulation de la moelle épinière","ADC"
"327","ADPA020","Décompression du nerf optique, par abord orbitaire","ADC"
"328","ADPA001","Décompression du nerf optique, par craniotomie","ADC"
"329","ADPA023","Décompression du nerf optique, par abord transsinusien [transethmoïdal]","ADC"
"330","ADLB001","Infiltration thérapeutique de branche terminale du nerf trijumeau","ATM"
"331","ADNB001","Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée ou transmuqueuse sans guidage","ATM"
"332","ADNH002","Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée avec guidage radiologique","ATM"
"333","ADPA016","Décompression du nerf infraorbitaire, par abord direct","ADC"
"334","ADPA004","Décompression du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal","ADC"
"335","ADCA004","Déroutement du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal","ADC"
"336","ADPA003","Section d'une branche extracrânienne du nerf trijumeau, par abord direct","ADC"
"337","ADCA002","Suture de plaie du nerf facial extrapétreux","ADC"
"338","ADEA001","Autogreffe du nerf facial, par abord transmastoïdien","ADC"
"339","ADEA004","Autogreffe du nerf facial, par abord suprapétreux et/ou par abord rétrosigmoïdien","ADC"
"340","ADEA003","Autogreffe du nerf facial avec déroutement, par abord translabyrinthique","ADC"
"341","ADEA002","Autogreffe du nerf facial extrapétreux","ADC"
"342","ADPA008","Décompression du nerf facial, par abord transmastoïdien","ADC"
"343","ADPA011","Décompression du nerf facial, par abord suprapétreux","ADC"
"344","ADPA021","Décompression du nerf facial, par abord transmastoïdien et par abord suprapétreux","ADC"
"345","ADCA001","Déroutement et suture du nerf facial, par abord transmastoïdien","ADC"
"346","ADCA003","Déroutement et suture du nerf facial, par abord suprapétreux","ADC"
"347","ADCA007","Déroutement et suture du nerf facial, par abord translabyrinthique","ADC"
"348","ADPA015","Section du nerf du canal ptérygoïdien [Neurotomie vidienne]","ADC"
"349","ADPA009","Section des nerfs pétreux, par abord suprapétreux","ADC"
"350","ADFA004","Exérèse de lésion du nerf facial intrapétreux avec réparation immédiate","ADC"
"351","ADFA003","Exérèse de lésion du nerf facial extrapétreux sans réparation immédiate","ADC"
"352","ADFA006","Exérèse de lésion du nerf facial extrapétreux avec réparation immédiate","ADC"
"353","ADPA007","Neurotomie vestibulaire, par abord suprapétreux","ADC"
"354","ADPA005","Neurotomie vestibulaire, par abord translabyrinthique","ADC"
"355","ADPA010","Neurotomie vestibulaire, par abord rétrolabyrinthique","ADC"
"356","ADPA017","Section du nerf tympanique [de Jacobson] dans le cavum tympanique","ADC"
"357","ADPA012","Section du nerf ampullaire postérieur","ADC"
"358","ADPC004","Vagotomie tronculaire, par thoracoscopie","ADC"
"359","ADPA014","Vagotomie tronculaire, par thoracotomie","ADC"
"360","ADPC001","Vagotomie tronculaire, par cœlioscopie","ADC"
"361","ADPA022","Vagotomie tronculaire, par laparotomie","ADC"
"362","ADPA018","Vagotomie tronculaire avec gastrojéjunostomie, par laparotomie","ADC"
"363","ADPA024","Vagotomie tronculaire avec antrectomie gastrique, par laparotomie","ADC"
"364","ADPC003","Vagotomie tronculaire postérieure avec séromyotomie œsogastrique antérieure, par cœlioscopie","ADC"
"365","ADPA002","Vagotomie tronculaire postérieure avec séromyotomie œsogastrique antérieure, par laparotomie","ADC"
"366","ADPC002","Vagotomie suprasélective, par cœlioscopie","ADC"
"367","ADPA019","Vagotomie suprasélective, par laparotomie","ADC"
"368","ADLA001","Implantation d'un stimulateur du nerf vague, par abord direct","ADC"
"369","ADKA001","Changement d'un générateur de stimulation du nerf vague, par abord direct","ADC"
"370","ADGA001","Ablation d'un générateur de stimulation du nerf vague, par abord direct","ADC"
"371","ADNH001","Destruction sélective du nerf glossopharyngien, par voie transcutanée avec guidage radiologique","ATM"
"372","ADCA006","Suture de plaie d'un nerf crânien, par craniotomie","ADC"
"373","ACPA001","Libération d'un conflit vasculonerveux intracrânien, par craniotomie","ADC"
"374","ADEA005","Autogreffe de nerf crânien, par craniotomie","ADC"
"375","ADPC900","Section de nerf crânien, par vidéochirurgie intracrânienne","ADC"
"376","ADPA013","Section de nerf crânien, par abord infraoccipital rétrosigmoïdien","ADC"
"377","ADCA005","Anastomose extracrânienne entre deux nerfs crâniens","ADC"
"378","ADFA005","Exérèse de lésion extracrânienne d'un nerf crânien sans réparation immédiate","ADC"
"379","ADFA002","Exérèse de lésion extracrânienne d'un nerf crânien avec réparation immédiate par autogreffe","ADC"
"380","KFFA001","Exérèse de tumeur parapharyngienne, par cervicotomie","ADC"
"381","AHLB003","Infiltration thérapeutique unilatérale ou bilatérale du nerf grand occipital [grand nerf occipital d'Arnold]","ATM"
