CIM_COD;CIM_LIB;ALD_030_COD;CAT_CIM_COD;VER_CPT_COD;VER_CPT_DTE;CAT_TUM_COD
A438;Autres formes de nocardiose;99;A43;V8.0;02JUL2017:00:00:00;
A439;Nocardiose, sans précision;99;A43;V8.0;02JUL2017:00:00:00;
A44;Bartonellose;99;A44;V8.0;02JUL2017:00:00:00;
A440;Bartonellose généralisée;99;A44;V8.0;02JUL2017:00:00:00;
A441;Bartonellose cutanée et cutanéo-muqueuse;99;A44;V8.0;02JUL2017:00:00:00;
A448;Autres formes de bartonellose;99;A44;V8.0;02JUL2017:00:00:00;
A449;Bartonellose, sans précision;99;A44;V8.0;02JUL2017:00:00:00;
A46;Érysipèle;99;A46;V8.0;02JUL2017:00:00:00;
A48;Autres maladies bactériennes, non classées ailleurs;99;A48;V8.0;02JUL2017:00:00:00;
A673;Lésions mixtes de la pinta;99;A67;V8.0;02JUL2017:00:00:00;
A679;Pinta, sans précision;99;A67;V8.0;02JUL2017:00:00:00;
A68;Fièvres récurrentes [borrélioses];99;A68;V8.0;02JUL2017:00:00:00;
A680;Fièvre récurrente [borréliose] à poux;99;A68;V8.0;02JUL2017:00:00:00;
A681;Fièvre récurrente [borréliose] à tiques;99;A68;V8.0;02JUL2017:00:00:00;
A689;Fièvre récurrente [borréliose], sans précision;99;A68;V8.0;02JUL2017:00:00:00;
A69;Autres infections à spirochètes;99;A69;V8.0;02JUL2017:00:00:00;
A690;Stomatite ulcéro-nécrotique;99;A69;V8.0;02JUL2017:00:00:00;
A691;Autres infections dites de Vincent;99;A69;V8.0;02JUL2017:00:00:00;
A692;Maladie de Lyme;99;A69;V8.0;02JUL2017:00:00:00;
A698;Autres infections à spirochètes précisées;99;A69;V8.0;02JUL2017:00:00:00;
A699;Infection à spirochètes, sans précision;99;A69;V8.0;02JUL2017:00:00:00;
A70;Infection à Chlamydia psittaci;99;A70;V8.0;02JUL2017:00:00:00;
A71;Trachome;99;A71;V8.0;02JUL2017:00:00:00;
A710;Phase initiale du trachome;99;A71;V8.0;02JUL2017:00:00:00;
A711;Phase active du trachome;99;A71;V8.0;02JUL2017:00:00:00;
A719;Trachome, sans précision;99;A71;V8.0;02JUL2017:00:00:00;
A74;Autres infections à Chlamydia;99;A74;V8.0;02JUL2017:00:00:00;
A740;Conjonctivite à Chlamydia (H13.1*);99;A74;V8.0;02JUL2017:00:00:00;
A748;Autres infections à Chlamydia précisées;99;A74;V8.0;02JUL2017:00:00:00;
A749;Infection à Chlamydia, sans précision;99;A74;V8.0;02JUL2017:00:00:00;
A75;Typhus;99;A75;V8.0;02JUL2017:00:00:00;
A750;Typhus épidémique à poux dû à Rickettsia prowazekii;99;A75;V8.0;02JUL2017:00:00:00;
A751;Typhus résurgent [maladie de Brill];99;A75;V8.0;02JUL2017:00:00:00;
A752;Typhus à Rickettsia typhi;99;A75;V8.0;02JUL2017:00:00:00;
A753;Typhus à Rickettsia tsutsugamushi;99;A75;V8.0;02JUL2017:00:00:00;
A759;Typhus, sans précision;99;A75;V8.0;02JUL2017:00:00:00;
A77;Fièvre pourprée [rickettsioses à tiques];99;A77;V8.0;02JUL2017:00:00:00;
A770;Fièvre pourprée à Rickettsia rickettsii;99;A77;V8.0;02JUL2017:00:00:00;
A771;Fièvre pourprée à Rickettsia conorii;99;A77;V8.0;02JUL2017:00:00:00;
A772;Fièvre pourprée due à Rickettsia sibirica;99;A77;V8.0;02JUL2017:00:00:00;
A773;Fièvre pourprée due à Rickettsia australis;99;A77;V8.0;02JUL2017:00:00:00;
A778;Autres fièvres pourprées;99;A77;V8.0;02JUL2017:00:00:00;
A779;Fièvre pourprée, sans précision;99;A77;V8.0;02JUL2017:00:00:00;
A78;Fièvre Q;99;A78;V8.0;02JUL2017:00:00:00;
A79;Autres rickettsioses;99;A79;V8.0;02JUL2017:00:00:00;
A790;Fièvres des tranchées;99;A79;V8.0;02JUL2017:00:00:00;
A791;Rickettsiose varicelliforme due à Rickettsia akari;99;A79;V8.0;02JUL2017:00:00:00;
A798;Autres types précisés de rickettsiose;99;A79;V8.0;02JUL2017:00:00:00;
A799;Rickettsiose, sans précision;99;A79;V8.0;02JUL2017:00:00:00;
A80;Poliomyélite aiguë;9;A80;V8.0;02JUL2017:00:00:00;
A800;Poliomyélite paralytique aiguë, associée au virus vaccinal;9;A80;V8.0;02JUL2017:00:00:00;
A801;Poliomyélite paralytique aiguë, virus sauvage importé;9;A80;V8.0;02JUL2017:00:00:00;
A802;Poliomyélite paralytique aiguë, virus sauvage indigène;9;A80;V8.0;02JUL2017:00:00:00;
A803;Poliomyélites paralytiques aiguës, autres et sans précision;9;A80;V8.0;02JUL2017:00:00:00;
A804;Poliomyélite aiguë non paralytique;9;A80;V8.0;02JUL2017:00:00:00;
A809;Poliomyélite aiguë, sans précision;9;A80;V8.0;02JUL2017:00:00:00;
A81;Infections atypiques à virus, du système nerveux central;9;A81;V8.0;02JUL2017:00:00:00;
A810;Maladie de Creutzfeldt-Jakob;9;A81;V8.0;02JUL2017:00:00:00;
A811;Panencéphalite sclérosante subaiguë;99;A81;V8.0;02JUL2017:00:00:00;
A812;Leucoencéphalopathie multifocale (progressive);99;A81;V8.0;02JUL2017:00:00:00;
A818;Autres infections atypiques à virus, du système nerveux central;99;A81;V8.0;02JUL2017:00:00:00;
A819;Infection atypique à virus, du système nerveux central, sans précision;99;A81;V8.0;02JUL2017:00:00:00;
A82;Rage;99;A82;V8.0;02JUL2017:00:00:00;
A820;Rage sylvatique;99;A82;V8.0;02JUL2017:00:00:00;
A821;Rage des rues [rage citadine];99;A82;V8.0;02JUL2017:00:00:00;
A829;Rage, sans précision;99;A82;V8.0;02JUL2017:00:00:00;
A83;Encéphalite virale transmise par des moustiques;99;A83;V8.0;02JUL2017:00:00:00;
A830;Encéphalite japonaise;99;A83;V8.0;02JUL2017:00:00:00;
A831;Encéphalite équine occidentale;99;A83;V8.0;02JUL2017:00:00:00;
A832;Encéphalite équine orientale;99;A83;V8.0;02JUL2017:00:00:00;
A833;Encéphalite de Saint-Louis;99;A83;V8.0;02JUL2017:00:00:00;
A834;Encéphalite australienne;99;A83;V8.0;02JUL2017:00:00:00;
A835;Encéphalite de Californie;99;A83;V8.0;02JUL2017:00:00:00;
A836;Maladie à virus de Rocio;99;A83;V8.0;02JUL2017:00:00:00;
A838;Autres encéphalites virales transmises par des moustiques;99;A83;V8.0;02JUL2017:00:00:00;
A839;Encéphalite virale transmise par des moustiques, sans précision;99;A83;V8.0;02JUL2017:00:00:00;
A84;Encéphalite virale transmise par des tiques;99;A84;V8.0;02JUL2017:00:00:00;
A840;Encéphalite de la taïga [encéphalite verno-estivale russe];99;A84;V8.0;02JUL2017:00:00:00;
A841;Encéphalite d'Europe centrale transmise par des tiques;99;A84;V8.0;02JUL2017:00:00:00;
A848;Autres encéphalites virales transmises par des tiques;99;A84;V8.0;02JUL2017:00:00:00;
A849;Encéphalite virale transmise par des tiques, sans précision;99;A84;V8.0;02JUL2017:00:00:00;
A85;Autres encéphalites virales, non classées ailleurs;99;A85;V8.0;02JUL2017:00:00:00;
A850;Encéphalite à entérovirus (G05.1*);99;A85;V8.0;02JUL2017:00:00:00;
A851;Encéphalite à adénovirus (G05.1*);99;A85;V8.0;02JUL2017:00:00:00;
A852;Encéphalite virale transmise par des arthropodes, sans précision;99;A85;V8.0;02JUL2017:00:00:00;
A858;Autres encéphalites virales précisées;99;A85;V8.0;02JUL2017:00:00:00;
A86;Encéphalite virale, sans précision;99;A86;V8.0;02JUL2017:00:00:00;
A87;Méningite virale;99;A87;V8.0;02JUL2017:00:00:00;
A870;Méningite à entérovirus (G02.0*);99;A87;V8.0;02JUL2017:00:00:00;
A871;Méningite à adénovirus (G02.0);99;A87;V8.0;02JUL2017:00:00:00;
A872;Chorioméningite lymphocytaire;99;A87;V8.0;02JUL2017:00:00:00;
A878;Autres méningites virales;99;A87;V8.0;02JUL2017:00:00:00;
A879;Méningite virale, sans précision;99;A87;V8.0;02JUL2017:00:00:00;
A88;Autres infections virales du système nerveux central, non classées ailleurs;99;A88;V8.0;02JUL2017:00:00:00;
A880;Fièvre exanthémateuse à entérovirus [exanthème de Boston];99;A88;V8.0;02JUL2017:00:00:00;
A881;Vertige épidémique;99;A88;V8.0;02JUL2017:00:00:00;
A888;Autres infections virales précisées du système nerveux central;99;A88;V8.0;02JUL2017:00:00:00;
A89;Infection virale du système nerveux central, sans précision;99;A89;V8.0;02JUL2017:00:00:00;
A90;Dengue [dengue classique];99;A90;V8.0;02JUL2017:00:00:00;
A91;Fièvre hémorragique due au virus de la dengue;99;A91;V8.0;02JUL2017:00:00:00;
A92;Autres fièvres virales transmises par des moustiques;99;A92;V8.0;02JUL2017:00:00:00;
A920;Fièvre de Chikungunya;99;A92;V8.0;02JUL2017:00:00:00;
A921;Fièvre due au virus O'nyong-nyong;99;A92;V8.0;02JUL2017:00:00:00;
A922;Fièvre équine vénézuélienne;99;A92;V8.0;02JUL2017:00:00:00;
A923;Fièvre due au virus West-Nile;99;A92;V8.0;02JUL2017:00:00:00;
A924;Fièvre de la vallée du Rift;99;A92;V8.0;02JUL2017:00:00:00;
A928;Autres fièvres virales précisées, transmises par des moustiques;99;A92;V8.0;02JUL2017:00:00:00;
A929;Fièvre virale transmise par des moustiques, sans précision;99;A92;V8.0;02JUL2017:00:00:00;
A93;Autres fièvres virales transmises par des arthropodes, non classées ailleurs;99;A93;V8.0;02JUL2017:00:00:00;
A930;Fièvre d'Oropouche;99;A93;V8.0;02JUL2017:00:00:00;
A931;Fièvre à phlébotome;99;A93;V8.0;02JUL2017:00:00:00;
A932;Fièvre à tiques du Colorado;99;A93;V8.0;02JUL2017:00:00:00;
A938;Autres fièvres virales précisées, transmises par des arthropodes;99;A93;V8.0;02JUL2017:00:00:00;
A94;Fièvre virale transmise par des arthropodes, sans précision;99;A94;V8.0;02JUL2017:00:00:00;
A95;Fièvre jaune;99;A95;V8.0;02JUL2017:00:00:00;
A950;Fièvre jaune sylvatique;99;A95;V8.0;02JUL2017:00:00:00;
A951;Fièvre jaune citadine;99;A95;V8.0;02JUL2017:00:00:00;
A959;Fièvre jaune, sans précision;99;A95;V8.0;02JUL2017:00:00:00;
A96;Fièvre hémorragique à arénavirus;99;A96;V8.0;02JUL2017:00:00:00;
A960;Fièvre hémorragique de Junin;99;A96;V8.0;02JUL2017:00:00:00;
A961;Fièvre hémorragique de Machupo;99;A96;V8.0;02JUL2017:00:00:00;
A962;Fièvre de Lassa;99;A96;V8.0;02JUL2017:00:00:00;
A968;Autres fièvres hémorragiques à arénavirus;99;A96;V8.0;02JUL2017:00:00:00;
B003;Méningite due au virus de l'herpès (G02.0*);99;B00;V8.0;02JUL2017:00:00:00;
B004;Encéphalite due au virus de l'herpès (G05.1*);99;B00;V8.0;02JUL2017:00:00:00;
B005;Affections oculaires dues au virus de l'herpès;99;B00;V8.0;02JUL2017:00:00:00;
B007;Maladie disséminée due au virus de l'herpès;99;B00;V8.0;02JUL2017:00:00:00;
B008;Autres formes d'infection due au virus de l'herpès;99;B00;V8.0;02JUL2017:00:00:00;
B009;Infection due au virus de l'herpès, sans précision;99;B00;V8.0;02JUL2017:00:00:00;
B01;Varicelle;99;B01;V8.0;02JUL2017:00:00:00;
B010;Méningite varicelleuse (G02.0*);99;B01;V8.0;02JUL2017:00:00:00;
B011;Encéphalite varicelleuse (G05.1*);99;B01;V8.0;02JUL2017:00:00:00;
B012;Pneumopathie varicelleuse (J17.1*);99;B01;V8.0;02JUL2017:00:00:00;
B018;Varicelle avec autres complications;99;B01;V8.0;02JUL2017:00:00:00;
B019;Varicelle (sans complication);99;B01;V8.0;02JUL2017:00:00:00;
B02;Zona [herpes zoster];99;B02;V8.0;02JUL2017:00:00:00;
B020;Encéphalite zostérienne (G05.1*);99;B02;V8.0;02JUL2017:00:00:00;
B021;Méningite zostérienne (G02.0*);99;B02;V8.0;02JUL2017:00:00:00;
B022;Zona accompagné d'autres manifestations neurologiques;99;B02;V8.0;02JUL2017:00:00:00;
B023;Zona ophtalmique;99;B02;V8.0;02JUL2017:00:00:00;
B027;Zona disséminé;99;B02;V8.0;02JUL2017:00:00:00;
B028;Zona avec autres complications;99;B02;V8.0;02JUL2017:00:00:00;
B029;Zona (sans complication);99;B02;V8.0;02JUL2017:00:00:00;
B03;Variole;99;B03;V8.0;02JUL2017:00:00:00;
B04;Monkeypox;99;B04;V8.0;02JUL2017:00:00:00;
B05;Rougeole;99;B05;V8.0;02JUL2017:00:00:00;
B050;Rougeole compliquée d'une encéphalite (G05.1*);99;B05;V8.0;02JUL2017:00:00:00;
B051;Rougeole compliquée d'une méningite (G02.0*);99;B05;V8.0;02JUL2017:00:00:00;
B052;Rougeole compliquée d'une pneumopathie (J17.1*);99;B05;V8.0;02JUL2017:00:00:00;
B053;Rougeole compliquée d'une otite moyenne (H67.1*);99;B05;V8.0;02JUL2017:00:00:00;
B054;Rougeole avec complications intestinales;99;B05;V8.0;02JUL2017:00:00:00;
B058;Rougeole avec autres complications;99;B05;V8.0;02JUL2017:00:00:00;
B059;Rougeole (sans complication);99;B05;V8.0;02JUL2017:00:00:00;
B06;Rubéole;99;B06;V8.0;02JUL2017:00:00:00;
B060;Rubéole avec complications neurologiques;99;B06;V8.0;02JUL2017:00:00:00;
B068;Rubéole avec autres complications;99;B06;V8.0;02JUL2017:00:00:00;
B069;Rubéole (sans complication);99;B06;V8.0;02JUL2017:00:00:00;
B07;Verrues d'origine virale;99;B07;V8.0;02JUL2017:00:00:00;
B08;Autres infections virales caractérisées par des lésions cutanéo-muqueuses, non classées ailleurs;99;B08;V8.0;02JUL2017:00:00:00;
B080;Autres infections à orthopoxvirus;99;B08;V8.0;02JUL2017:00:00:00;
B081;Molluscum contagiosum;99;B08;V8.0;02JUL2017:00:00:00;
B082;Exanthème subit [sixième maladie] [roséole infantile];99;B08;V8.0;02JUL2017:00:00:00;
B083;Érythème infectieux [cinquième maladie] [mégalérythème épiémique];99;B08;V8.0;02JUL2017:00:00:00;
B084;Stomatite vésiculaire avec exanthème, due à un entérovirus;99;B08;V8.0;02JUL2017:00:00:00;
B085;Pharyngite vésiculaire due à un entérovirus;99;B08;V8.0;02JUL2017:00:00:00;
B088;Autres infections virales précisées, caractérisées par des lésions cutanéo-muqueuses;99;B08;V8.0;02JUL2017:00:00:00;
B09;Infection virale caractérisée par des lésions cutanéo-muqueuses, sans précision;99;B09;V8.0;02JUL2017:00:00:00;
B15;Hépatite aiguë A;99;B15;V8.0;02JUL2017:00:00:00;
B150;Hépatite A avec coma hépatique;99;B15;V8.0;02JUL2017:00:00:00;
B159;Hépatite A (sans coma hépatique);99;B15;V8.0;02JUL2017:00:00:00;
B16;Hépatite aiguë B;99;B16;V8.0;02JUL2017:00:00:00;
B160;Hépatite aiguë B avec agent delta, avec coma hépatique;99;B16;V8.0;02JUL2017:00:00:00;
B161;Hépatite aiguë B avec agent delta, sans coma hépatique;99;B16;V8.0;02JUL2017:00:00:00;
B162;Hépatite aiguë B sans agent delta, avec coma hépatique;99;B16;V8.0;02JUL2017:00:00:00;
B169;Hépatite (aiguë) B (sans agent delta et sans coma hépatique);99;B16;V8.0;02JUL2017:00:00:00;
B17;Autres hépatites virales aiguës;99;B17;V8.0;02JUL2017:00:00:00;
B170;(Sur)infection aiguë par agent delta d'un sujet porteur de l'hépatite B;99;B17;V8.0;02JUL2017:00:00:00;
B171;Hépatite aiguë C;99;B17;V8.0;02JUL2017:00:00:00;
B172;Hépatite aiguë E;99;B17;V8.0;02JUL2017:00:00:00;
B178;Autres hépatites virales aiguës précisées;99;B17;V8.0;02JUL2017:00:00:00;
B179;Hépatite virale aigüe, sans précision;99;B17;V8.0;02JUL2017:00:00:00;
B18;Hépatite virale chronique;99;B18;V8.0;02JUL2017:00:00:00;
B180;Hépatite virale chronique B avec agent delta;99;B18;V8.0;02JUL2017:00:00:00;
B181;Hépatite virale chronique B sans agent delta;6;B18;V8.0;02JUL2017:00:00:00;
B182;Hépatite virale chronique C;6;B18;V8.0;02JUL2017:00:00:00;
B188;Autres hépatites virales chroniques;6;B18;V8.0;02JUL2017:00:00:00;
B189;Hépatite virale chronique, sans précision;6;B18;V8.0;02JUL2017:00:00:00;
B19;Hépatite virale, sans précision;99;B19;V8.0;02JUL2017:00:00:00;
B190;Hépatite virale, sans précision, avec coma;99;B19;V8.0;02JUL2017:00:00:00;
B199;Hépatite virale, sans précision, (sans coma);99;B19;V8.0;02JUL2017:00:00:00;
B20;Immunodéficience humaine virale [VIH], à l'origine de maladies infectieuses et parasitaires;7;B20;V8.0;02JUL2017:00:00:00;
B200;Maladie par VIH à l'origine d'une infection mycobactérienne;7;B20;V8.0;02JUL2017:00:00:00;
B201;Maladie par VIH à l'origine d'autres infections bactériennes;7;B20;V8.0;02JUL2017:00:00:00;
B202;Maladie par VIH à l'origine d'infections à cytomégalovirus;7;B20;V8.0;02JUL2017:00:00:00;
B203;Maladie par VIH à l'origine d'autres infections virales;7;B20;V8.0;02JUL2017:00:00:00;
B204;Maladie par VIH à l'origine de candidose;7;B20;V8.0;02JUL2017:00:00:00;
B205;Maladie par VIH à l'origine d'autres mycoses;7;B20;V8.0;02JUL2017:00:00:00;
B206;Maladie par VIH à l'origine de pneumopathie à Pneumocystis;7;B20;V8.0;02JUL2017:00:00:00;
B207;Maladie par VIH à l'origine d'infections multiples;7;B20;V8.0;02JUL2017:00:00:00;
B208;Maladie par VIH à l'origine d'autres maladies infectieuses et parasitaires;7;B20;V8.0;02JUL2017:00:00:00;
B209;Maladie par VIH à l'origine d'une maladie infectieuse ou parasitaire non précisée;7;B20;V8.0;02JUL2017:00:00:00;
B21;Immunodéficience humaine virale [VIH], à l'origine de tumeurs malignes;7;B21;V8.0;02JUL2017:00:00:00;
B210;Maladie par VIH à l'origine d'un sarcome de Kaposi;7;B21;V8.0;02JUL2017:00:00:00;
B211;Maladie par VIH à l'origine d'un lymphome de Burkitt;7;B21;V8.0;02JUL2017:00:00:00;
B212;Maladie par VIH à l'origine d'autres lymphomes non hodgkiniens;7;B21;V8.0;02JUL2017:00:00:00;
B213;Maladie par VIH à l'origine d'autres tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés;7;B21;V8.0;02JUL2017:00:00:00;
B217;Maladie par VIH à l'origine de tumeurs malignes multiples;7;B21;V8.0;02JUL2017:00:00:00;
B218;Maladie par VIH à l'origine d'autres tumeurs malignes;7;B21;V8.0;02JUL2017:00:00:00;
B219;Maladie par VIH à l'origine d'une tumeur maligne, sans précision;7;B21;V8.0;02JUL2017:00:00:00;
B22;Immunodéficience humaine virale [VIH], à l'origine d'autres affections précisées;7;B22;V8.0;02JUL2017:00:00:00;
B220;Maladie par VIH à l'origine d'une encéphalopathie;7;B22;V8.0;02JUL2017:00:00:00;
B221;Maladie par VIH à l'origine d'une pneumopathie lymphoïde interstitielle;7;B22;V8.0;02JUL2017:00:00:00;
A969;Fièvre hémorragique à arénavirus, sans précision;99;A96;V8.0;02JUL2017:00:00:00;
A98;Autres fièvres hémorragiques virales, non classées ailleurs;99;A98;V8.0;02JUL2017:00:00:00;
A980;Fièvre hémorragique de Crimée [du Congo];99;A98;V8.0;02JUL2017:00:00:00;
A981;Fièvre hémorragique d'Omsk;99;A98;V8.0;02JUL2017:00:00:00;
A982;Maladie de la forêt de Kyasanur;99;A98;V8.0;02JUL2017:00:00:00;
A983;Maladie de Marburg;99;A98;V8.0;02JUL2017:00:00:00;
A984;Maladie à virus Ebola;99;A98;V8.0;02JUL2017:00:00:00;
A985;Fièvre hémorragique avec syndrome rénal;99;A98;V8.0;02JUL2017:00:00:00;
A988;Autres fièvres hémorragiques virales précisées;99;A98;V8.0;02JUL2017:00:00:00;
A99;Fièvre hémorragique virale, sans précision;99;A99;V8.0;02JUL2017:00:00:00;
B00;Infections par le virus de l'herpès [herpes simplex];99;B00;V8.0;02JUL2017:00:00:00;
B000;Eczéma herpétique;99;B00;V8.0;02JUL2017:00:00:00;
B001;Dermite vésiculaire due au virus de l'herpès;99;B00;V8.0;02JUL2017:00:00:00;
B002;Gingivo-stomatite et pharyngo-amygdalite due au virus de l'herpès;99;B00;V8.0;02JUL2017:00:00:00;
B241;SIDA avéré sans précision;7;B24;V8.0;02JUL2017:00:00:00;
B249;Infection par le V.I.H., sans précision;7;B24;V8.0;02JUL2017:00:00:00;
B25;Maladie à cytomégalovirus;99;B25;V8.0;02JUL2017:00:00:00;
B250;Pneumopathie à cytomégalovirus (J17.1*);99;B25;V8.0;02JUL2017:00:00:00;
B251;Hépatite à cytomégalovirus (K77.0*);99;B25;V8.0;02JUL2017:00:00:00;
B252;Pancréatite à cytomégalovirus (K87.1*);99;B25;V8.0;02JUL2017:00:00:00;
B258;Autres maladies à cytomégalovirus;99;B25;V8.0;02JUL2017:00:00:00;
B259;Maladie à cytomégalovirus, sans précision;99;B25;V8.0;02JUL2017:00:00:00;
B26;Oreillons;99;B26;V8.0;02JUL2017:00:00:00;
B260;Orchite ourlienne (N51.1*);99;B26;V8.0;02JUL2017:00:00:00;
B261;Méningite ourlienne (G02.0*);99;B26;V8.0;02JUL2017:00:00:00;
B262;Encéphalite ourlienne (G05.1*);99;B26;V8.0;02JUL2017:00:00:00;
B263;Pancréatite ourlienne (K87.1*);99;B26;V8.0;02JUL2017:00:00:00;
B268;Oreillons avec autres complications;99;B26;V8.0;02JUL2017:00:00:00;
B269;Oreillons (sans complication);99;B26;V8.0;02JUL2017:00:00:00;
B27;Mononucléose infectieuse;99;B27;V8.0;02JUL2017:00:00:00;
B270;Mononucléose due à herpèsvirus gamma;99;B27;V8.0;02JUL2017:00:00:00;
B271;Mononucléose à cytomégalovirus;99;B27;V8.0;02JUL2017:00:00:00;
B278;Autres mononucléoses infectieuses;99;B27;V8.0;02JUL2017:00:00:00;
B279;Mononucléose infectieuse, sans précision;99;B27;V8.0;02JUL2017:00:00:00;
B30;Conjonctivite virale;99;B30;V8.0;02JUL2017:00:00:00;
B300;Kératoconjonctivite due à un adénovirus (H19.2*);99;B30;V8.0;02JUL2017:00:00:00;
B301;Conjonctivite due à un adénovirus (H13.1*);99;B30;V8.0;02JUL2017:00:00:00;
B302;Pharyngo-conjonctivite virale;99;B30;V8.0;02JUL2017:00:00:00;
B303;Conjonctivite hémorragique (aiguë épidémique) (entérovirale) (H13.1*);99;B30;V8.0;02JUL2017:00:00:00;
B308;Autres conjonctivites virales (H13.1*);99;B30;V8.0;02JUL2017:00:00:00;
B309;Conjonctivite virale, sans précision;99;B30;V8.0;02JUL2017:00:00:00;
B33;Autres maladies à virus, non classées ailleurs;99;B33;V8.0;02JUL2017:00:00:00;
B330;Myalgie épidémique;99;B33;V8.0;02JUL2017:00:00:00;
B331;Maladie de la Ross River;99;B33;V8.0;02JUL2017:00:00:00;
B332;Cardite virale;99;B33;V8.0;02JUL2017:00:00:00;
B333;Infections à rétrovirus, non classées ailleurs;99;B33;V8.0;02JUL2017:00:00:00;
B334;Syndrome (cardio-)pulmonaire à virus Hanta [hantavirus] [SPH] [SCPH] (J17.1*);99;B33;V8.0;02JUL2017:00:00:00;
B338;Autres maladies à virus précisées;99;B33;V8.0;02JUL2017:00:00:00;
B34;Infection virale, siège non précisé;99;B34;V8.0;02JUL2017:00:00:00;
B340;Infection adénovirale, siège non précisé;99;B34;V8.0;02JUL2017:00:00:00;
B341;Infection entérovirale, siège non précisé;99;B34;V8.0;02JUL2017:00:00:00;
B342;Infection coronavirale, siège non précisé;99;B34;V8.0;02JUL2017:00:00:00;
